Customer ID,Customer Name,Prospect,Inactive,Bill to Contact First Name,Bill to Contact Last Name,Bill to Address-Line One,Bill to Address-Line Two,Bill to City,Bill to State,Bill to Zip,Bill to Country,Bill to Sales Tax ID,Ship to Address 1-Line One,Ship to Address 1-Line Two,Ship to City 1,Ship to State 1,Ship to Zipcode 1,Ship to Country 1,Ship to Sales Tax ID 1,Customer Type,Telephone 1,Telephone 2,Fax Number,Customer E-mail,Sales Representative ID,Account #,G/L Sales Account,Open Purchase Order Number,Ship Via,Resale Number,Pricing Level,Use Standard Terms,C.O.D. Terms,Prepaid Terms,Terms Type,Due Days,Discount Days,Discount Percent,Credit Limit,Credit Status,Charge Finance Charges,Due Month End Terms,Cardholder's Name,Credit Card Address Line 1,Credit Card Address Line 2,Credit Card City,Credit Card State,Credit Card Zip Code,Credit Card Country,Credit Card Stored Reference,Merchant ID,Last Known CC Number,Last Known CC Expiration Date,ACH Stored Reference,Last Known ACH Number,Use Receipt Settings,Customer Payment Method,Customer Cash Account,Name Long,Address,Mailing List?,Tax ID :,Br: Head Office,Customer Since Date,Last Statement Date,Customer Web Site,ID Replacement
LHITACH03,"Hitachi Metals (Thailand), Ltd.",FALSE,FALSE,,,1/60m M.5 Rojana Industrial Pa,"T.Khanharm,A.UThai,Ayutthaya",13210,,,Thailand,,,,,,,,,L,0-3533-0394,,0-3533-0395,,,,6111-2140-0,,1,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LHITACH04,Hitachi High-Technologies (Thailand),FALSE,FALSE,,,"Ltd. 62 Thaniya Bldg.,7th Fl.","Room 702 Silom Road,Suriyawong","Bangrak,Bankgkok",,10500,Thailand,,"Ltd. 62 Thaniya Bldg.,7th Fl.","Room 702 Silom Road,Suriyawong","Bangrak,Bankgkok",,10500,Thailand,,,02 237 4538-9,,02 2367346 022676548,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,HEAD OFFICE,2/5/2013,,,0
LHOSTAD01,"Host Advance (Thanland) Co.,Ltd.",FALSE,FALSE,,,"30/10 M.10, T.Kaomao,","A.Uthai,Phranakornsriayutthaya",13210,,,THAILAND,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,12/16/09,,,0
LICHIKO01,"Ichikoh Industries (Thailand) Co.,Ltd.",FALSE,FALSE,,,Amata City Industrial Estate.,7/346 M.6 T.Mabyangporn,A.Pluakdaeng,,Rayong 21140,Thailand,,,,,,,,,,+66 38 929 700,,+66 38 929 749,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,12/17/18,,,0
LIKKITH01,"IKKI (Thailand) Co.,Ltd.",FALSE,FALSE,,,700/67 Regent Srinakarin Tower,"4th Fl, Tower A,Srinakarin Rd.",Suan Luang Bangkok,,10250,Thailand,,,,,,,,,,,,,,,,1238-0000-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.26E+11,Head Office,5/18/17,,,0
LINABAT01,"Inabata Thai Co., Ltd.",FALSE,FALSE,,,14th Fl. SILOM COMPLEX BLDG.,191 SILOM RD. SILOM.,BANGRAK,,,BANGKOK 10500,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LINKRAT,"INKKARAT ENGINEERING CO,.LTD",FALSE,FALSE,MRSURASAK,,1/82 M.14 T.BANGWUA,A.BANGPAKONG  CHACHOENGSAO,CHACHOENGSAO,,24180,THAILAND,,1/82 M.14 T.BANGWUA,A.BANGPAKONG  CHACHOENGSAO,CHACHOENGSAO,,24180,THAILAND,,,038-840428,086-9344478,038-840427,,,,1238-0000-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,"INKKARAT ENGINEERING CO,.LTD",1/82 M.14 T.BANGWUA A.BANGPAKONG  CHACH,,,,10/27/09,,,0
LINOUEK01,"Inoueki (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,60,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LITSUWA01,"Itsuwa (Bangkok) Co.,Ltd.",FALSE,FALSE,,,"33 Manutham Mansion 7th FL.,","Room 3,Sukhumvit 51 Rd.,",Klongtannua,,Wattana,Bangkok 10110,,"790/6 Thonglor Tower B, Soi","Thonglor 18,Sukhumvit 55 Rd.,",Klongtannua,,Wattana,Bangkok 10110,,,02-714-8589,,02-185-0534,staff1@itsuwabkk.com,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,K.Yanisa,,,1.06E+11,Head Office,7/25/12,,,0
LJAROEN01,Jaroensap Recycle,FALSE,FALSE,,,737 Moo.5 Leabklong Road,T.Payom A.Wangnoi,Ayutthaya,,,Thailand,,,,,,,,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,3.14E+12,Head Office,4/23/14,,,0
LJPMOLD01,JP Mold Co.Ltd.,FALSE,FALSE,,,"9/27 Moo.5 Phaholyothi Rd,",Klongnueng A.Klongluang,Pathumtani,,12120,THAILAND,,,,,,,,,,0-2516-9618,,02-9022697,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.36E+11,HEAD OFFICE,5/10/2012,,,0
LKATATA01,"Katata Electric (Thailand) Co.,Ltd",FALSE,FALSE,,,"60/13 Moo 3,Mabyangporn",Pluakdaeng Rayong,21140,,,Thailand,,"60/13 Moo 3,Mabyangporn",Pluakdaeng Rayong,21140,,,Thailand,,,+66 38 891 200-3,,+66 38 891 204,purstaff10@katata.co.th,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,Suwannee Tel.038-891-200 Ext. 174,,,1.06E+11,Head Office,12/3/2012,,,0
LKAWABE01,"Kawabe Precision (Thailand) Co.,Ltd.",FALSE,FALSE,,,"700/306 M.6 T.Don Hua Roh,","A.Muang, Chonburi 20000",,,,,,,,,,,,,L,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/6/2012,,,0
LKONNAI01,"Konnai (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LKORATP01,"Korat Polee (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LKTECHI01,"K-Tech Industrial (Thailand) Co.,Ltd.",FALSE,FALSE,,,7/297 M.6 T.Mabyangporn,"A.Pluakdeang, Rayong 21140",,,,,,,,,,,,,L,038-036210-6,,038-036218,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,12/19/11,,,0
LKUNOMU01,K.U.Nomura Thai Ltd.,FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LLCANONA01,Canon Ayutthaya (Thailand) Ltd.,FALSE,FALSE,,,"1/41 Rojana Industrial Park,","M.5 Kanham,U-Thai",Ayutthaya,,13210,Thailand,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/11/2008,,,0
LLNECINF01,NEC Infrontia Thai Limited,FALSE,FALSE,,,101/75 Navanakorn industrial,"Estate,paholayothin Road",Moo 20 Klong Nueng,,,Patumthani12120,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/13/08,,,0
LLOHATH01,"Lohathai Stainless Co.,Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,TRUE,FALSE,FALSE,0,0,0,999999999,0,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LLPLASES01,"Plasess Co., Ltd.",FALSE,FALSE,,,"1-20 Nogawa,Shuku, Kozakai-Cho","Hoi-Gun, Aichi,",4410101,,,Japan,,,,,,,,,I,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/13/08,,,0
LLSUNCAL01,Suncall high Precision (Thailand) Ltd.,FALSE,FALSE,,,700/477 M.7 T.Donhualaw,A.Muang,Chonburi,,2000,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/11/2008,,,0
LLTHAINI01,"Thai Nisca Co.,Ltd.",FALSE,FALSE,,,103 Moo  1 Ban-Wha Industrial,Estate (Hi-Tech)Tambol Ban-Wha,Amphur Bang Pa-In,,Ayuthata,13160,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/13/08,,,0
LLTOKAIR01,"Tokai Rika (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/13/08,,,0
LLTOYOTA01,Toyota Tsusho (Singapore) Pte Ltd.,FALSE,FALSE,,,"77 ROBINSON ROAD, #22-01",SIA BUILDING,SINGAPORE,,68896,,,,,,,,,,O,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,1/13/08,,,0
LLUMPHU01,"Lumphun Shindengen Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,60,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LM&TALL01,"M & T Allied Technologies Co.,Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMAHACH01,"Mahachai Akesiri Oil Ltd.,Part.",FALSE,FALSE,,,25/4 M.3 Leakekrong 4 Hiwa,T.Nadee A.Maung Samutsakorn,74000,,,Thailand,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,TRUE,FALSE,FALSE,0,0,0,999999999,0,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,7.46E+11,Head Office,,,,0
LMANICA01,"Manica-Thai Corp., Ltd.",FALSE,FALSE,,,60/77 Navanakorn,"Industrial Estate Zone 2,",Klong Nueng,,Klong Luang,Pathumthani,,,,,,,,,L,02-5291764-70,,02-5291784,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMATSUD01,"Matsuda Sangyo (Thailand) Co.,Ltd.",FALSE,FALSE,,,148 Moo.1 Hi-Tech IE.,Tambol Banlen Amphur Bangpa-in,Ayutthaya,,13160,,,148 Moo.1 Hi-Tech IE.,Tambol Banlen Amphur Bangpa-in,Ayutthaya,,13160,,,,,,,,,,6179-2140-0,,3,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.36E+11,Head Office,5/28/13,,,0
LMATSUD02,"Matsuda Denki (Thailand) Co.,Ltd.",FALSE,FALSE,,,7/391 M.6 T.Mabyangporn,"A.Pluakdaeng,Rayong",21140,,,Thailand,,7/391 M.6 T.Mabyangporn,"A.Pluakdaeng,Rayong",21140,,,Thailand,,,081-8635238 K.Suchad,038 027555,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,2.06E+11,Head  Office,6/28/13,,,0
LMATSUI01,"Matsui Eastern (Thailand) Co.,Ltd.",FALSE,FALSE,,,"64/32 Moo 4, T.Pluakdaeng,","A.Pluakdaeng, Rayong",21140,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LMEMEDI01,"M.E. Meditek Co.,Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMETECH01,"Metech Recycle (Thailand) Co.,Ltd.",FALSE,FALSE,,,"108 Moo 1,Asia Road,Ban-Lane",Bangpa-in Ayutthaya,,,13160,Thailand,,"108 Moo 1,Asia Road,Ban-Lane",Bangpa-in Ayutthaya 13160,,,,Thailand,,,035 314368,,035 314366,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,HEAD OFFICE,1/18/14,,,0
LMINGEN01,"Ming Engineering (Thailand) Co.,Ltd.",FALSE,FALSE,,,"131 Moo.1,Asia Road",T.Baan Len A.Bangpa-in,Ayutthaya,,13160,Thailand,,"131 Moo.1,Asia Road",T.Baan Len A.Bangpa-in,Ayutthaya,,13160,Thailand,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Branch 1,1/21/14,,,0
LMITSUB01,Mitsubishi Electric Thai Auto-Parts Co.,FALSE,FALSE,,,"Siam Eastern Industrial Park,","60/16 M.3,T.Mabyangporn,",A.Plaukdaeng,,,Rayong,,,,,,,,,L,038-891338-43,,038-891242-3,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,Ltd.,,,1.06E+11,HEAD OFFICE,,,,0
LMITSUI01,"Mitsui Siam Components Co.,Ltd",FALSE,FALSE,,,60/8 M.3 Mabyangporn,A.Pluakdaeng Rayong,,,21140,Thailand,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LMITSUI02,"Mitsui Sumitomo Insurance Co.,Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMIYOSH01,"Miyoshi Hi-Tech Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMIYOSH02,"Miyoshi Precision (Thailand)Co.,Ltd.",FALSE,FALSE,,,66M.5 Bangna-Trad Km.37,T.Bangsamark A.Bangpakong,Chacherngsao,,24180,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,9/10/2008,,,0
LMIZUKI01,"Mizuki Units (Thailand) Co., Ltd.",FALSE,FALSE,,,"2056 M.4, Soi Sriboonreung 1,","Theprarak Rd., T.Theprarak,",Muang Samutprakarn,,,,,,,,,,,,L,02-7584330-1,02-3847541,02-3847542,mizuklth@cscoms.com,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMIZUNO01,"Mizuno Plastics Co.,Ltd.",FALSE,FALSE,,,1/58 Moo 5 Rojana Industrial,"Park, Kanham, U-Thai",Ayutthaya,,13210,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LMURAKA01,"Murakami Ampas (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.16E+11,HEAD OFFICE,,,,0
LNAKAGA01,"Nakagawa E.S.A. Co., Ltd.",FALSE,FALSE,,,"18 M.6 Sukhumvit Rd.,",KM.262.6 T.Huay-Yang A.Klaeng,Rayong,,21110,Thailand,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,HEAD OFFICE,,,,0
LNASCOS01,"Nasco Shipping Co., Ltd.",FALSE,FALSE,,,"1895/121 Phaholyothin Rd.,","Ladyao, Chatuchak,",Bangkok,,,Thailand,,,,,,,,,L,02-9410720-8,,02-5611576,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNECINF01,NEC Infrontia Thai Limited,FALSE,FALSE,,,101/75 M.20 Navanakorn,"Industrial Estate Paholyothin,",T.Klong Nuang,,Klong Luang,Pathumthani,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNEWGOO,"New Good Heng (999) Ltd.,Part.",FALSE,FALSE,,,46/250 M.4 Soi.Thedsabarn 11,"Land 1 Pretchakasem Rd.,Aomyai",Samuthprakarn,,73160,Thailand,,46/250 M.4 Soi.Thedsabarn 11,"Land 1 Pretchakasem Rd.,Aomyai",Samuthprakarn,,73160,Thailand,,,,,,,,,6179-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,7/31/13,,,0
LNIFCOT01,"Nifco (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNIHONM01,"Nihon MTC Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNIKONT01,"Nikon (Thailand) Co., Ltd.",FALSE,FALSE,,,"Rojana Industrial Park,","1/42 M.5, Rojana Road,","T.Kanham, A.U-Thai",,,Ayutthaya,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,0,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNILEST01,Valeo Comfort and Driving Assistance,FALSE,FALSE,,,Systems (Thailand) Limited,700/634 M.3 T.Ban-Khao,"A.Panthong, Chonburi",,20160,Thailand,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,1.06E+11,Head Office,,,,0
LNIPPON01,"Nippon Polyone Co., Ltd.",FALSE,FALSE,,,50/26-27 Moo.1 Bangna - Trad,Km .22 Sub - District Bangsaot,Samutprakarn 10540,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNIROTN01,Mr.Nirot phewyam,FALSE,FALSE,,,"95/520 M.3, T.Kukod,","A.Lamlukka, Pathumthani",,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,TRUE,FALSE,FALSE,0,0,0,999999999,0,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNISSEI01,"Nissei Precision (Thailand) Co., Ltd.",FALSE,FALSE,,,,,,,,,,,,,,,,,L,,,,,,,6111-2140-0,,0,,0,FALSE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNISSEI02,"Nissei Active Co., Ltd.",FALSE,FALSE,,,"2179 M.4 Theprarak Rd.,",T.Theprarak A. Muang,Samutprakarn,,10270,,,,,,,,,,L,02-038-3540-1,,,,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,,,,,,,,,0
LNITCOS01,"Nitco Siam Co.,Ltd.",FALSE,FALSE,,,"14th FL.,Siam Motors Bldg.,","891/1 Rama 1 Rd.,Wangmai",,,,Patumwan BKK,,"14th FL.,Siam Motors Bldg.,","891/1 Rama 1 Rd.,Wangmai",,,,Patumwan BKK,,L,02-216-2051-6,,02-216-2057-9,s.sopit@ntsiam.co.th,,,6111-2140-0,,0,,0,TRUE,FALSE,FALSE,FALSE,30,0,0,999999999,1,FALSE,FALSE,,,,,,,,{00000000-0000-0000-0000-000000000000},,,,{00000000-0000-0000-0000-000000000000},,TRUE,,,"Nitco Siam Co.,Ltd.",,,,,5/30/12,,,0
